make_model,body_type,price,vat,km,type,fuel,gears,comfort_convenience,entertainment_media,extras,safety_security,age,previous_owners,hp_kw,inspection_new,paint_type,upholstery_type,gearing_type,displacement_cc,weight_kg,drive_chain,cons_comb
renault_clio,sedans,10690,vat_deductible,3000.0,demonstration,benzine,5.0,"['Air conditioning', 'Cruise control', 'Electrical side mirrors', 'Multi-function steering wheel', 'Power windows', 'Split rear seats']","['Bluetooth', 'CD player', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'Sound system', 'USB']",['Catalytic Converter'],"['ABS', 'Central door lock', 'Central door lock with remote control', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",0.0,1.0,56.0,0,metallic,cloth,manual,898.0,1165.0,front,5.0
renault_espace,sedans,25995,vat_deductible,16247.0,used,diesel,6.0,"['Air conditioning', 'Automatic climate control', 'Cruise control', 'Navigation system', 'Park Distance Control', 'Parking assist system camera']",['On-board computer'],"['Alloy wheels', 'Roof rack']","['Central door lock with remote control', 'Driver-side airbag', 'Passenger-side airbag', 'Power steering', 'Side airbag']",1.0,1.0,118.0,0,metallic,part/full_leather,automatic,1600.0,1685.0,front,5.0
opel_corsa,sedans,8500,price_negotiable,24253.0,used,benzine,5.0,"['Air conditioning', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Multi-function steering wheel', 'Power windows']","['Bluetooth', 'CD player', 'MP3', 'On-board computer', 'Radio']","['Alloy wheels', 'Voice Control']","['ABS', 'Adaptive headlights', 'Alarm system', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Traction control']",2.0,1.0,52.0,0,metallic,cloth,manual,1229.0,1163.0,front,5.3
renault_clio,sedans,15990,vat_deductible,26630.0,used,benzine,6.0,"['Air conditioning', 'Cruise control', 'Electrical side mirrors', 'Hill Holder', 'Leather steering wheel', 'Light sensor', 'Navigation system', 'Park Distance Control', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'On-board computer']",['Alloy wheels'],"['ABS', 'Adaptive headlights', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'LED Headlights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",1.0,1.0,87.0,1,metallic,cloth,automatic,1197.0,1300.0,front,5.3
opel_astra,station_wagon,12460,vat_deductible,43816.0,used,diesel,6.0,"['Air conditioning', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Heated steering wheel', 'Hill Holder', 'Light sensor', 'Lumbar support', 'Multi-function steering wheel', 'Park Distance Control', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Hands-free equipment', 'On-board computer', 'Radio', 'USB']",['Roof rack'],"['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system']",2.0,1.0,81.0,1,metallic,cloth,manual,1598.0,1425.0,front,3.5
audi_a1,compact,11490,vat_deductible,58000.0,used,benzine,5.0,"['Air conditioning', 'Electrical side mirrors', 'Leather steering wheel', 'Multi-function steering wheel', 'Park Distance Control', 'Parking assist system sensors rear', 'Power windows', 'Seat heating', 'Start-stop system']","['Bluetooth', 'CD player']","['Alloy wheels', 'Sport seats', 'Sport suspension']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag']",3.0,2.0,60.0,1,metallic,part/full_leather,manual,999.0,1180.0,front,4.4
opel_corsa,sedans,13990,vat_deductible,26984.0,employee's_car,benzine,6.0,"['Air conditioning', 'Electrical side mirrors', 'Power windows', 'Start-stop system']","['Bluetooth', 'CD player', 'Hands-free equipment']",['Alloy wheels'],"['ABS', 'Central door lock', 'Driver-side airbag', 'Immobilizer', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Traction control']",1.0,1.0,66.0,0,metallic,cloth,automatic,1398.0,1163.0,front,5.3
opel_astra,sedans,11900,vat_deductible,9300.0,used,diesel,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrically heated windshield', 'Electrical side mirrors', 'Leather steering wheel', 'Light sensor', 'Lumbar support', 'Multi-function steering wheel', 'Power windows', 'Rain sensor', 'Start-stop system']","['Bluetooth', 'Digital radio', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'Sound system', 'USB']","['Alloy wheels', 'Touch screen', 'Voice Control']","['ABS', 'Central door lock', 'Central door lock with remote control', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency system', 'Fog lights', 'Immobilizer', 'Isofix', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Tire pressure monitoring system', 'Traction control']",1.0,1.0,81.0,0,metallic,cloth,manual,1598.0,1328.0,front,3.6
renault_clio,station_wagon,9970,vat_deductible,42500.0,used,benzine,5.0,"['Air conditioning', 'Cruise control', 'Electrical side mirrors', 'Hill Holder', 'Leather steering wheel', 'Multi-function steering wheel', 'Power windows']","['Bluetooth', 'Hands-free equipment', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Roof rack', 'Touch screen']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Immobilizer', 'Isofix', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",2.0,1.0,54.0,1,metallic,cloth,manual,1149.0,1105.0,front,5.5
opel_insignia,sedans,17900,vat_deductible,22457.0,used,benzine,6.0,"['Air conditioning', 'Cruise control', 'Electrical side mirrors', 'Hill Holder', 'Keyless central door lock', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Park Distance Control', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'MP3', 'Radio', 'USB']",['Alloy wheels'],"['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Emergency system', 'Fog lights', 'Immobilizer', 'Isofix', 'Lane departure warning system', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Traffic sign recognition']",2.0,1.0,103.0,0,metallic,cloth,manual,1490.0,1456.0,front,5.7
opel_astra,station_wagon,11450,vat_deductible,62733.0,used,diesel,6.0,"['Air conditioning', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Heated steering wheel', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating']","['Bluetooth', 'CD player', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Roof rack']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag']",2.0,1.0,81.0,0,metallic,cloth,manual,1598.0,1425.0,front,3.7
opel_insignia,sedans,19950,vat_deductible,24881.0,used,diesel,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Heated steering wheel', 'Hill Holder', 'Keyless central door lock', 'Leather steering wheel', 'Light sensor', 'Lumbar support', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system camera', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Catalytic Converter', 'Sport seats', 'Touch screen', 'Voice Control']","['ABS', 'Adaptive headlights', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Emergency system', 'Fog lights', 'Immobilizer', 'Isofix', 'Lane departure warning system', 'LED Daytime Running Lights', 'LED Headlights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Traffic sign recognition']",2.0,1.0,100.0,1,metallic,part/full_leather,automatic,1598.0,1503.0,front,4.3
audi_a3,compact,23600,vat_deductible,15040.0,used,diesel,7.0,"['Air conditioning', 'Automatic climate control', 'Electrical side mirrors', 'Park Distance Control', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows']","['Bluetooth', 'On-board computer', 'Radio']",['Alloy wheels'],"['ABS', 'Central door lock', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Traction control', 'Xenon headlights']",1.0,1.0,81.0,0,metallic,cloth,automatic,1598.0,1330.0,front,3.8
audi_a3,compact,14450,vat_deductible,144995.0,used,diesel,7.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Start-stop system']","['CD player', 'MP3', 'On-board computer', 'Radio']","['Alloy wheels', 'Roof rack']","['ABS', 'Adaptive headlights', 'Alarm system', 'Central door lock', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Immobilizer', 'Isofix', 'LED Headlights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Xenon headlights']",3.0,2.0,82.0,0,metallic,cloth,automatic,1598.0,1255.0,front,3.9
opel_corsa,sedans,13470,vat_deductible,13011.0,used,benzine,5.0,"['Air conditioning', 'Electrically adjustable seats', 'Electrical side mirrors', 'Light sensor', 'Navigation system', 'Power windows']",['CD player'],['Alloy wheels'],"['ABS', 'Central door lock', 'Driver-side airbag', 'Fog lights', 'Isofix', 'Passenger-side airbag', 'Power steering']",1.0,1.0,66.0,0,uni/basic,cloth,automatic,1398.0,1163.0,front,4.8
opel_astra,sedans,12500,price_negotiable,65000.0,used,diesel,6.0,"['Air conditioning', 'Power windows', 'Split rear seats']",['On-board computer'],['Alloy wheels'],"['ABS', 'Alarm system', 'Central door lock', 'Driver-side airbag', 'Power steering', 'Side airbag']",2.0,2.0,81.0,0,metallic,part/full_leather,manual,1598.0,1360.0,front,3.5
audi_a3,sedans,24490,vat_deductible,126.0,used,benzine,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Electrical side mirrors', 'Leather steering wheel', 'Multi-function steering wheel', 'Park Distance Control', 'Parking assist system sensors rear', 'Power windows', 'Seat heating', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'Radio', 'Sound system', 'USB']",['Alloy wheels'],"['ABS', 'Adaptive Cruise Control', 'Alarm system', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Immobilizer', 'Isofix', 'LED Headlights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",0.0,1.0,85.0,1,metallic,cloth,manual,999.0,1360.0,front,5.1
opel_astra,sedans,15700,vat_deductible,15200.0,used,benzine,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Hill Holder', 'Lumbar support', 'Multi-function steering wheel', 'Park Distance Control', 'Parking assist system camera', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Split rear seats']","['Bluetooth', 'CD player', 'Hands-free equipment', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Touch screen']","['ABS', 'Adaptive Cruise Control', 'Central door lock', 'Central door lock with remote control', 'Daytime running lights', 'Driver drowsiness detection', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Fog lights', 'Head airbag', 'Immobilizer', 'Isofix', 'Lane departure warning system', 'LED Daytime Running Lights', 'LED Headlights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Traffic sign recognition']",2.0,2.0,110.0,0,metallic,cloth,automatic,1399.0,1278.0,front,5.4
audi_a3,sedans,19790,price_negotiable,17500.0,used,benzine,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Hill Holder', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Split rear seats', 'Start-stop system']","['Bluetooth', 'CD player', 'Digital radio', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'Sound system', 'USB']","['Alloy wheels', 'Catalytic Converter', 'Sport package', 'Sport seats', 'Sport suspension', 'Voice Control', 'Winter tyres']","['ABS', 'Alarm system', 'Central door lock', 'Central door lock with remote control', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Head airbag', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Xenon headlights']",2.0,2.0,85.0,0,metallic,part/full_leather,manual,999.0,1260.0,front,4.6
audi_a1,compact,21760,vat_deductible,3000.0,used,benzine,5.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Electrical side mirrors', 'Light sensor', 'Multi-function steering wheel', 'Park Distance Control', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'CD player', 'MP3', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Catalytic Converter', 'Sport seats', 'Sport suspension']","['ABS', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",0.0,2.0,70.0,1,metallic,cloth,manual,999.0,1180.0,front,4.4
opel_astra,station_wagon,8899,vat_deductible,131800.0,used,diesel,6.0,"['Air conditioning', 'Armrest', 'Cruise control', 'Electrical side mirrors', 'Heated steering wheel', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'CD player', 'Hands-free equipment', 'On-board computer', 'Radio']","['Alloy wheels', 'Roof rack']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",3.0,1.0,81.0,1,metallic,cloth,manual,1598.0,1425.0,front,3.7
renault_espace,van,24999,vat_deductible,18000.0,used,diesel,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Hill Holder', 'Keyless central door lock', 'Leather steering wheel', 'Light sensor', 'Lumbar support', 'Massage seats', 'Multi-function steering wheel', 'Navigation system', 'Panorama roof', 'Park Distance Control', 'Parking assist system camera', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Split rear seats', 'Start-stop system', 'Tinted windows']","['Bluetooth', 'Digital radio', 'Hands-free equipment', 'On-board computer']","['Alloy wheels', 'Voice Control']","['ABS', 'Adaptive headlights', 'Blind spot monitor', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Head airbag', 'Isofix', 'Lane departure warning system', 'LED Headlights', 'Passenger-side airbag', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",1.0,1.0,118.0,0,metallic,part/full_leather,automatic,1598.0,1734.0,front,4.6
audi_a3,sedans,15260,vat_deductible,44182.0,used,benzine,6.0,"['Air conditioning', 'Electrical side mirrors', 'Power windows', 'Start-stop system']","['CD player', 'Radio', 'USB']",['Alloy wheels'],"['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Traction control', 'Xenon headlights']",3.0,1.0,81.0,1,uni/basic,cloth,manual,1197.0,1360.0,front,4.9
opel_corsa,sedans,9900,vat_deductible,24965.0,employee's_car,benzine,5.0,"['Air conditioning', 'Cruise control', 'Electrical side mirrors', 'Leather steering wheel', 'Multi-function steering wheel', 'Power windows']","['Bluetooth', 'CD player', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Sport seats']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",1.0,2.0,55.0,0,metallic,cloth,manual,1398.0,1088.0,front,5.2
audi_a3,sedans,17400,vat_deductible,80049.0,used,benzine,7.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Leather steering wheel', 'Light sensor', 'Navigation system', 'Park Distance Control', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Catalytic Converter', 'Sport seats', 'Sport suspension']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Xenon headlights']",3.0,1.0,92.0,1,metallic,cloth,automatic,1395.0,1360.0,front,5.3
opel_astra,station_wagon,15590,vat_deductible,1647.3626086956522,new,benzine,6.0,"['Air conditioning', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Heated steering wheel', 'Hill Holder', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system camera', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'On-board computer', 'Radio', 'USB']",['Roof rack'],"['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",0.0,1.0,67.0,0,metallic,cloth,manual,1000.0,1425.0,front,4.5
opel_astra,sedans,17889,vat_deductible,4000.0,used,benzine,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Heated steering wheel', 'Hill Holder', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'USB']","['Touch screen', 'Voice Control']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Emergency system', 'Immobilizer', 'Isofix', 'Lane departure warning system', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Traffic sign recognition']",0.0,1.0,77.0,1,metallic,cloth,manual,999.0,1263.0,front,4.7
audi_a3,sedans,17890,vat_deductible,70100.0,used,benzine,6.0,"['Air conditioning', 'Electrical side mirrors', 'Keyless central door lock', 'Rain sensor']","['CD player', 'Hands-free equipment', 'On-board computer']",['Alloy wheels'],"['ABS', 'Electronic stability control', 'Fog lights', 'Head airbag', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Tire pressure monitoring system', 'Xenon headlights']",2.0,1.0,85.0,0,metallic,cloth,manual,999.0,1237.0,front,4.5
opel_corsa,sedans,15590,vat_deductible,10.0,demonstration,benzine,6.0,"['Air conditioning', 'Cruise control', 'Electrical side mirrors', 'Heated steering wheel', 'Leather steering wheel', 'Multi-function steering wheel', 'Park Distance Control', 'Parking assist system camera', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating']","['Bluetooth', 'On-board computer']",['Alloy wheels'],"['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Fog lights', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Traction control']",0.0,1.0,66.0,0,metallic,cloth,automatic,1398.0,1163.0,front,5.3
opel_corsa,sedans,7900,price_negotiable,84097.0,used,benzine,5.0,"['Air conditioning', 'Electrical side mirrors', 'Hill Holder', 'Leather steering wheel', 'Multi-function steering wheel', 'Power windows', 'Seat ventilation', 'Split rear seats']","['Bluetooth', 'CD player', 'Digital radio', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Catalytic Converter', 'Trailer hitch', 'Voice Control']","['ABS', 'Central door lock', 'Central door lock with remote control', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system']",3.0,1.0,51.0,0,metallic,part/full_leather,manual,1229.0,1163.0,front,5.3
opel_insignia,station_wagon,21900,vat_deductible,22900.0,used,benzine,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Electric tailgate', 'Heated steering wheel', 'Hill Holder', 'Keyless central door lock', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system camera', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Sport seats', 'Touch screen', 'Voice Control']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Emergency system', 'Fog lights', 'Immobilizer', 'Isofix', 'Lane departure warning system', 'LED Daytime Running Lights', 'LED Headlights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Traffic sign recognition']",1.0,1.0,121.0,1,metallic,part/full_leather,automatic,1490.0,1487.0,front,6.2
audi_a3,sedans,23900,vat_deductible,1647.3626086956522,new,diesel,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Leather steering wheel', 'Light sensor', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Start-stop system']","['Bluetooth', 'Hands-free equipment', 'MP3', 'On-board computer', 'Radio', 'USB']",['Alloy wheels'],"['ABS', 'Central door lock', 'Driver-side airbag', 'Immobilizer', 'Isofix', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Xenon headlights']",0.0,1.0,85.0,0,metallic,cloth,manual,1598.0,1360.0,front,4.4
renault_clio,sedans,9999,vat_deductible,6510.0,used,benzine,5.0,"['Air conditioning', 'Cruise control', 'Electrical side mirrors', 'Keyless central door lock', 'Navigation system', 'Power windows']","['Bluetooth', 'Hands-free equipment', 'On-board computer', 'Radio', 'USB']",['Alloy wheels'],"['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Immobilizer', 'LED Daytime Running Lights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system']",1.0,1.0,54.0,0,metallic,cloth,manual,1149.0,1134.0,front,5.6
opel_astra,station_wagon,25950,vat_deductible,10.0,new,benzine,6.0,"['Air conditioning', 'Armrest', 'Automatic climate control', 'Cruise control', 'Electrically adjustable seats', 'Electrical side mirrors', 'Electric tailgate', 'Heated steering wheel', 'Hill Holder', 'Keyless central door lock', 'Leather steering wheel', 'Light sensor', 'Lumbar support', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system camera', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating', 'Start-stop system']","['Bluetooth', 'Digital radio', 'Hands-free equipment', 'On-board computer', 'Radio', 'USB']","['Alloy wheels', 'Roof rack', 'Sport package', 'Sport seats', 'Sport suspension', 'Touch screen', 'Voice Control']","['ABS', 'Adaptive headlights', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Emergency brake assistant', 'Fog lights', 'Immobilizer', 'Isofix', 'Lane departure warning system', 'LED Daytime Running Lights', 'LED Headlights', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control', 'Traffic sign recognition']",0.0,1.0,147.0,0,metallic,part/full_leather,automatic,1600.0,1425.0,front,6.5
audi_a1,sedans,18990,vat_deductible,1.0,pre_registered,benzine,5.0,"['Air conditioning', 'Electrical side mirrors', 'Leather steering wheel', 'Light sensor', 'Lumbar support', 'Multi-function steering wheel', 'Power windows', 'Rain sensor', 'Split rear seats', 'Start-stop system']","['Bluetooth', 'MP3', 'On-board computer', 'Radio']","['Alloy wheels', 'Sport seats', 'Sport suspension']","['ABS', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system', 'Traction control']",0.0,1.0,70.0,0,metallic,cloth,manual,999.0,1206.0,front,4.6
opel_astra,station_wagon,15190,vat_deductible,63594.0,used,diesel,6.0,"['Air conditioning', 'Automatic climate control', 'Cruise control', 'Electrical side mirrors', 'Heated steering wheel', 'Multi-function steering wheel', 'Navigation system', 'Park Distance Control', 'Parking assist system camera', 'Parking assist system sensors front', 'Parking assist system sensors rear', 'Power windows', 'Rain sensor', 'Seat heating']","['Bluetooth', 'Hands-free equipment', 'On-board computer']","['Alloy wheels', 'Roof rack']","['Blind spot monitor', 'Central door lock', 'Daytime running lights', 'Driver-side airbag', 'Electronic stability control', 'Fog lights', 'Immobilizer', 'Isofix', 'Lane departure warning system', 'Passenger-side airbag', 'Power steering', 'Side airbag', 'Tire pressure monitoring system']",2.0,2.0,100.0,1,metallic,cloth,automatic,1598.0,1550.0,front,4.5
