make_model,body_type,price,vat,km,type,fuel,gears,comfort_convenience,entertainment_media,extras,safety_security,age,previous_owners,hp_kw,inspection_new,paint_type,upholstery_type,gearing_type,displacement_cc,weight_kg,drive_chain,cons_comb
opel_astra,station_wagon,16790,vat_deductible,10.0,demonstration,benzine,5.0,"['air_conditioning', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'multi_function_steering_wheel', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'start_stop_system']","['bluetooth', 'on_board_computer']","['alloy_wheels', 'roof_rack', 'sport_seats']","['abs', 'central_door_lock', 'electronic_stability_control', 'fog_lights', 'immobilizer', 'isofix', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'traction_control']",0.0,1.0,77.0,0,metallic,cloth,manual,999.0,1425.0,front,4.5
opel_insignia,station_wagon,35980,vat_deductible,301.0,demonstration,benzine,6.0,"['air_conditioning', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'heads_up_display', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_self_steering', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'start_stop_system']","['bluetooth', 'hands_free_equipment', 'on_board_computer', 'radio']","['alloy_wheels', 'roof_rack']","['abs', 'adaptive_headlights', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'fog_lights', 'immobilizer', 'isofix', 'power_steering', 'side_airbag', 'traction_control']",0.0,1.0,121.0,1,metallic,cloth,manual,1490.0,1522.0,front,6.4
renault_clio,sedans,6900,vat_deductible,87000.0,used,diesel,5.0,"['air_conditioning', 'cruise_control', 'electrically_heated_windshield', 'electrical_side_mirrors', 'hill_holder', 'multi_function_steering_wheel', 'navigation_system', 'power_windows', 'start_stop_system', 'tinted_windows']","['bluetooth', 'cd_player', 'digital_radio', 'hands_free_equipment', 'mp3', 'on_board_computer', 'radio', 'usb']",['touch_screen'],"['abs', 'alarm_system', 'central_door_lock_with_remote_control', 'driver_side_airbag', 'electronic_stability_control', 'fog_lights', 'head_airbag', 'isofix', 'led_daytime_running_lights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",3.0,1.0,55.0,0,metallic,cloth,manual,1461.0,1162.0,front,3.3
renault_espace,van,48900,vat_deductible,12.0,used,benzine,7.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'leather_steering_wheel', 'navigation_system', 'park_distance_control', 'power_windows', 'rain_sensor']","['on_board_computer', 'radio']",['alloy_wheels'],"['central_door_lock', 'driver_side_airbag', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system']",0.0,1.0,165.0,0,metallic,part/full_leather,automatic,1798.0,1585.0,front,6.8
opel_astra,station_wagon,21845,vat_deductible,1647.3626086956522,new,benzine,6.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'electric_tailgate', 'keyless_central_door_lock', 'leather_steering_wheel', 'light_sensor', 'lumbar_support', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'start_stop_system']","['bluetooth', 'digital_radio', 'on_board_computer', 'radio', 'usb']","['catalytic_converter', 'roof_rack', 'touch_screen']","['central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'fog_lights', 'immobilizer', 'isofix', 'lane_departure_warning_system', 'passenger_side_airbag', 'side_airbag', 'tire_pressure_monitoring_system', 'traffic_sign_recognition']",0.0,1.0,110.0,1,uni/basic,cloth,automatic,1398.0,1350.0,front,5.7
opel_corsa,compact,8450,vat_deductible,98148.0,used,diesel,5.0,"['air_conditioning', 'automatic_climate_control', 'cruise_control', 'navigation_system']",['on_board_computer'],['alloy_wheels'],"['abs', 'electronic_stability_control', 'emergency_brake_assistant', 'tire_pressure_monitoring_system', 'traction_control']",3.0,1.0,70.0,0,metallic,cloth,automatic,1248.0,1159.0,front,3.4
opel_corsa,sedans,11970,vat_deductible,25000.0,employee's_car,benzine,5.0,"['air_conditioning', 'cruise_control', 'electrically_heated_windshield', 'electrical_side_mirrors', 'heated_steering_wheel', 'hill_holder', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'split_rear_seats', 'start_stop_system', 'tinted_windows']","['bluetooth', 'cd_player', 'hands_free_equipment', 'mp3', 'on_board_computer', 'radio', 'usb']","['alloy_wheels', 'catalytic_converter', 'voice_control']","['abs', 'central_door_lock_with_remote_control', 'driver_side_airbag', 'electronic_stability_control', 'emergency_system', 'fog_lights', 'head_airbag', 'immobilizer', 'isofix', 'led_daytime_running_lights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",1.0,1.0,66.0,1,metallic,cloth,automatic,1398.0,1163.0,front,4.7
audi_a1,sedans,26400,vat_deductible,30.0,pre_registered,benzine,7.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'electrical_side_mirrors', 'hill_holder', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'start_stop_system']","['bluetooth', 'cd_player', 'hands_free_equipment', 'on_board_computer', 'radio', 'usb']","['touch_screen', 'voice_control']","['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'immobilizer', 'isofix', 'lane_departure_warning_system', 'led_daytime_running_lights', 'led_headlights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",0.0,1.0,85.0,0,metallic,cloth,automatic,999.0,1135.0,front,4.8
renault_clio,transporter,9885,vat_deductible,1913.0,used,benzine,5.0,"['air_conditioning', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'hill_holder', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor']","['bluetooth', 'digital_radio', 'usb']","['touch_screen', 'voice_control']","['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'immobilizer', 'led_daytime_running_lights', 'passenger_side_airbag', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",1.0,1.0,54.0,0,metallic,cloth,manual,1149.0,1123.0,front,5.6
opel_astra,station_wagon,29990,vat_deductible,100.0,pre_registered,benzine,6.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'electric_tailgate', 'heated_steering_wheel', 'hill_holder', 'keyless_central_door_lock', 'leather_steering_wheel', 'light_sensor', 'lumbar_support', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'split_rear_seats', 'start_stop_system', 'tinted_windows']","['bluetooth', 'hands_free_equipment', 'mp3', 'on_board_computer', 'radio', 'usb']","['alloy_wheels', 'roof_rack', 'touch_screen', 'voice_control']","['abs', 'adaptive_headlights', 'central_door_lock', 'central_door_lock_with_remote_control', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'fog_lights', 'head_airbag', 'immobilizer', 'isofix', 'lane_departure_warning_system', 'led_daytime_running_lights', 'led_headlights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control', 'traffic_sign_recognition']",0.0,1.0,110.0,0,metallic,part/full_leather,automatic,1399.0,1425.0,front,6.0
opel_astra,compact,16500,vat_deductible,3698.0,demonstration,benzine,5.0,"['air_conditioning', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'multi_function_steering_wheel', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'start_stop_system']","['bluetooth', 'on_board_computer']","['alloy_wheels', 'sport_seats']","['abs', 'central_door_lock', 'driver_side_airbag', 'electronic_stability_control', 'fog_lights', 'immobilizer', 'isofix', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'traction_control']",0.0,1.0,77.0,0,metallic,cloth,manual,999.0,1360.0,front,4.0
audi_a3,sedans,21880,vat_deductible,12250.0,used,benzine,7.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'multi_function_steering_wheel', 'navigation_system', 'panorama_roof', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'seat_heating', 'start_stop_system', 'sunroof']","['bluetooth', 'cd_player', 'hands_free_equipment', 'radio', 'usb']","['catalytic_converter', 'sport_package']","['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'immobilizer', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control', 'xenon_headlights']",2.0,1.0,110.0,1,metallic,cloth,automatic,1395.0,1360.0,front,4.3
audi_a1,sedans,19550,vat_deductible,1647.3626086956522,new,benzine,6.0,"['air_conditioning', 'power_windows']",['radio'],['alloy_wheels'],"['abs', 'central_door_lock', 'driver_side_airbag', 'electronic_stability_control', 'immobilizer', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'traction_control']",0.0,0.0,85.0,0,metallic,cloth,manual,999.0,1165.0,front,4.4
opel_insignia,station_wagon,39990,vat_deductible,2500.0,demonstration,diesel,8.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrically_adjustable_seats', 'electrically_heated_windshield', 'electrical_side_mirrors', 'electric_tailgate', 'heads_up_display', 'heated_steering_wheel', 'hill_holder', 'keyless_central_door_lock', 'leather_steering_wheel', 'light_sensor', 'lumbar_support', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_self_steering', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'seat_ventilation', 'start_stop_system']","['bluetooth', 'digital_radio', 'hands_free_equipment', 'on_board_computer', 'radio', 'sound_system']","['alloy_wheels', 'roof_rack', 'shift_paddles']","['abs', 'adaptive_cruise_control', 'adaptive_headlights', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'immobilizer', 'isofix', 'lane_departure_warning_system', 'led_headlights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control', 'traffic_sign_recognition', 'xenon_headlights']",0.0,1.0,125.0,1,metallic,part/full_leather,automatic,2000.0,1487.0,front,5.7
audi_a3,sedans,22200,vat_deductible,1.0,pre_registered,diesel,6.0,"['air_conditioning', 'power_windows']","['on_board_computer', 'radio']",['alloy_wheels'],"['abs', 'central_door_lock', 'driver_side_airbag', 'electronic_stability_control', 'immobilizer', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'traction_control']",0.0,1.0,85.0,0,metallic,cloth,manual,1598.0,1295.0,front,5.8
audi_a1,sedans,14440,vat_deductible,59722.0,used,diesel,5.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'electrical_side_mirrors', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'power_windows', 'rain_sensor', 'seat_heating', 'start_stop_system']","['hands_free_equipment', 'on_board_computer', 'radio']",['voice_control'],"['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'immobilizer', 'isofix', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system']",3.0,1.0,85.0,0,metallic,cloth,manual,1598.0,1135.0,front,3.7
opel_corsa,sedans,7500,vat_deductible,90700.0,used,benzine,6.0,"['air_conditioning', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'leather_steering_wheel', 'multi_function_steering_wheel', 'power_windows', 'split_rear_seats']","['bluetooth', 'cd_player', 'hands_free_equipment', 'on_board_computer', 'radio', 'usb']",['alloy_wheels'],"['abs', 'central_door_lock', 'driver_side_airbag', 'fog_lights', 'lane_departure_warning_system', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'traction_control']",3.0,1.0,66.0,0,metallic,cloth,semi_automatic,1398.0,1163.0,front,4.7
opel_corsa,sedans,12990,vat_deductible,28990.0,used,benzine,5.0,"['air_conditioning', 'cruise_control', 'electrically_heated_windshield', 'electrical_side_mirrors', 'heated_steering_wheel', 'hill_holder', 'leather_steering_wheel', 'multi_function_steering_wheel', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'seat_heating', 'start_stop_system', 'tinted_windows']","['bluetooth', 'hands_free_equipment', 'mp3', 'on_board_computer', 'radio', 'usb']","['alloy_wheels', 'catalytic_converter', 'voice_control']","['abs', 'central_door_lock', 'central_door_lock_with_remote_control', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_system', 'fog_lights', 'head_airbag', 'isofix', 'passenger_side_airbag', 'power_steering', 'rear_airbag', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",1.0,1.0,66.0,1,metallic,cloth,automatic,1398.0,1163.0,front,4.7
opel_corsa,sedans,8299,vat_deductible,41685.0,used,benzine,5.0,"['air_conditioning', 'cruise_control', 'electrical_side_mirrors', 'multi_function_steering_wheel', 'power_windows']","['bluetooth', 'cd_player', 'hands_free_equipment', 'on_board_computer', 'radio']",['alloy_wheels'],"['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'immobilizer', 'isofix', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'traction_control']",2.0,1.0,66.0,0,metallic,cloth,manual,1398.0,1163.0,front,5.2
opel_astra,station_wagon,10900,vat_deductible,45800.0,used,diesel,6.0,"['air_conditioning', 'armrest', 'cruise_control', 'electrical_side_mirrors', 'leather_steering_wheel', 'multi_function_steering_wheel', 'power_windows', 'split_rear_seats']","['bluetooth', 'hands_free_equipment', 'on_board_computer', 'radio', 'usb']","['alloy_wheels', 'roof_rack', 'voice_control']","['abs', 'central_door_lock_with_remote_control', 'driver_side_airbag', 'electronic_stability_control', 'fog_lights', 'head_airbag', 'isofix', 'led_daytime_running_lights', 'passenger_side_airbag', 'power_steering', 'rear_airbag', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",3.0,1.0,81.0,0,metallic,part/full_leather,manual,1598.0,1273.0,front,3.6
opel_corsa,sedans,7300,vat_deductible,23580.0,used,benzine,5.0,"['air_conditioning', 'park_distance_control', 'parking_assist_system_sensors_rear', 'power_windows']","['bluetooth', 'cd_player', 'mp3', 'on_board_computer', 'radio']",['alloy_wheels'],"['abs', 'central_door_lock', 'central_door_lock_with_remote_control', 'driver_side_airbag', 'electronic_stability_control', 'head_airbag', 'passenger_side_airbag', 'power_steering', 'rear_airbag', 'side_airbag', 'tire_pressure_monitoring_system']",3.0,0.0,51.0,0,metallic,cloth,manual,1398.0,1163.0,front,5.3
renault_clio,station_wagon,10200,vat_deductible,41508.0,used,benzine,5.0,"['air_conditioning', 'cruise_control', 'electrical_side_mirrors', 'leather_steering_wheel', 'multi_function_steering_wheel', 'power_windows', 'split_rear_seats', 'start_stop_system', 'tinted_windows']","['bluetooth', 'hands_free_equipment', 'on_board_computer', 'radio', 'usb']","['catalytic_converter', 'roof_rack']","['abs', 'central_door_lock', 'central_door_lock_with_remote_control', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'head_airbag', 'isofix', 'led_daytime_running_lights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",1.0,1.0,54.0,0,metallic,cloth,manual,1149.0,1141.0,front,5.6
audi_a3,sedans,20950,vat_deductible,28603.0,used,diesel,6.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'rain_sensor', 'seat_heating', 'start_stop_system']","['bluetooth', 'hands_free_equipment', 'mp3', 'on_board_computer', 'sound_system', 'usb']",['alloy_wheels'],"['daytime_running_lights', 'led_daytime_running_lights', 'xenon_headlights']",1.0,1.0,85.0,1,metallic,cloth,manual,1598.0,1345.0,front,4.0
audi_a3,sedans,21500,vat_deductible,48320.0,used,diesel,7.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'start_stop_system']","['cd_player', 'hands_free_equipment', 'mp3', 'radio']",['alloy_wheels'],"['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'fog_lights', 'immobilizer', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'traction_control', 'xenon_headlights']",1.0,1.0,85.0,0,uni/basic,cloth,automatic,1598.0,1360.0,front,3.9
opel_astra,compact,12490,vat_deductible,142684.0,used,diesel,6.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'heated_steering_wheel', 'hill_holder', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'sunroof']","['bluetooth', 'hands_free_equipment', 'mp3', 'on_board_computer', 'radio']","['roof_rack', 'trailer_hitch']","['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'immobilizer', 'isofix', 'lane_departure_warning_system', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control', 'traffic_sign_recognition']",3.0,1.0,100.0,1,metallic,cloth,automatic,1598.0,1360.0,front,4.5
audi_a3,sedans,20900,vat_deductible,22009.0,used,diesel,6.0,"['air_conditioning', 'multi_function_steering_wheel', 'power_windows']","['bluetooth', 'radio']","['alloy_wheels', 'sport_seats']","['abs', 'central_door_lock', 'driver_side_airbag', 'electronic_stability_control', 'isofix', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control', 'xenon_headlights']",1.0,1.0,85.0,0,metallic,cloth,manual,1598.0,1260.0,front,4.0
audi_a3,sedans,14850,vat_deductible,48000.0,used,diesel,6.0,"['air_conditioning', 'armrest', 'cruise_control', 'electrical_side_mirrors', 'leather_steering_wheel', 'power_windows', 'split_rear_seats', 'start_stop_system', 'tinted_windows']","['bluetooth', 'hands_free_equipment', 'radio']","['alloy_wheels', 'voice_control']","['abs', 'central_door_lock', 'central_door_lock_with_remote_control', 'daytime_running_lights', 'driver_drowsiness_detection', 'electronic_stability_control', 'fog_lights', 'head_airbag', 'immobilizer', 'isofix', 'passenger_side_airbag', 'power_steering', 'rear_airbag', 'side_airbag', 'traction_control']",3.0,1.0,81.0,0,metallic,cloth,manual,1598.0,1355.0,front,3.8
renault_clio,sedans,11290,vat_deductible,50.0,pre_registered,benzine,5.0,"['air_conditioning', 'cruise_control', 'electrical_side_mirrors', 'hill_holder', 'leather_steering_wheel', 'multi_function_steering_wheel', 'power_windows', 'seat_heating', 'start_stop_system']","['bluetooth', 'hands_free_equipment', 'mp3', 'on_board_computer', 'usb']",['alloy_wheels'],"['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'isofix', 'led_daytime_running_lights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",0.0,1.0,56.0,0,metallic,cloth,manual,898.0,1165.0,front,5.0
renault_clio,sedans,9999,vat_deductible,11004.0,used,benzine,5.0,"['air_conditioning', 'cruise_control', 'electrical_side_mirrors', 'leather_steering_wheel', 'power_windows']",['usb'],['alloy_wheels'],"['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'immobilizer', 'isofix', 'led_daytime_running_lights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",1.0,1.0,54.0,0,metallic,cloth,manual,1461.0,1165.0,front,5.0
opel_insignia,station_wagon,15490,vat_deductible,102000.0,used,diesel,6.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'electrically_adjustable_seats', 'electrical_side_mirrors', 'electric_tailgate', 'hill_holder', 'keyless_central_door_lock', 'leather_steering_wheel', 'light_sensor', 'lumbar_support', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'seat_ventilation', 'start_stop_system']","['bluetooth', 'cd_player', 'hands_free_equipment', 'on_board_computer', 'radio', 'sound_system', 'usb']","['alloy_wheels', 'roof_rack', 'touch_screen', 'trailer_hitch', 'voice_control']","['abs', 'adaptive_cruise_control', 'adaptive_headlights', 'blind_spot_monitor', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'emergency_system', 'fog_lights', 'immobilizer', 'isofix', 'lane_departure_warning_system', 'led_daytime_running_lights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control', 'traffic_sign_recognition', 'xenon_headlights']",3.0,1.0,125.0,1,metallic,part/full_leather,manual,1956.0,1487.0,front,4.5
opel_insignia,station_wagon,20300,vat_deductible,29601.0,employee's_car,diesel,6.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'heated_steering_wheel', 'keyless_central_door_lock', 'leather_steering_wheel', 'light_sensor', 'lumbar_support', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'start_stop_system']","['bluetooth', 'hands_free_equipment', 'on_board_computer', 'radio', 'usb']","['alloy_wheels', 'roof_rack', 'ski_bag', 'sport_seats', 'touch_screen', 'voice_control']","['abs', 'adaptive_headlights', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'emergency_system', 'immobilizer', 'isofix', 'lane_departure_warning_system', 'led_daytime_running_lights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control', 'traffic_sign_recognition']",1.0,1.0,125.0,0,metallic,cloth,manual,1956.0,1487.0,front,5.7
opel_insignia,station_wagon,22890,vat_deductible,25647.0,used,diesel,8.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'heated_steering_wheel', 'hill_holder', 'keyless_central_door_lock', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_camera', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'start_stop_system']","['bluetooth', 'hands_free_equipment', 'on_board_computer', 'radio', 'usb']","['alloy_wheels', 'catalytic_converter', 'voice_control']","['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'fog_lights', 'immobilizer', 'isofix', 'led_daytime_running_lights', 'passenger_side_airbag', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",1.0,1.0,125.0,1,metallic,cloth,automatic,1956.0,1487.0,front,5.7
opel_astra,compact,12900,price_negotiable,29000.0,used,diesel,6.0,"['cruise_control', 'hill_holder', 'multi_function_steering_wheel', 'rain_sensor', 'start_stop_system']","['hands_free_equipment', 'on_board_computer', 'radio']",['alloy_wheels'],"['isofix', 'tire_pressure_monitoring_system']",2.0,2.0,81.0,0,metallic,part/full_leather,manual,1598.0,1350.0,front,3.0
renault_espace,van,25490,vat_deductible,19422.0,used,diesel,6.0,"['air_conditioning', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'power_windows', 'rain_sensor', 'tinted_windows']","['bluetooth', 'on_board_computer', 'radio']",['alloy_wheels'],"['abs', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'isofix', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'traction_control']",1.0,1.0,98.0,0,metallic,part/full_leather,manual,1598.0,1734.0,front,4.7
opel_astra,station_wagon,16989,vat_deductible,28512.0,used,benzine,6.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'heated_steering_wheel', 'hill_holder', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'start_stop_system']","['bluetooth', 'hands_free_equipment', 'mp3', 'on_board_computer', 'radio']","['alloy_wheels', 'roof_rack']","['abs', 'alarm_system', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'fog_lights', 'immobilizer', 'isofix', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system', 'traction_control']",1.0,1.0,110.0,0,metallic,cloth,automatic,1399.0,1425.0,front,5.6
audi_a1,compact,28460,vat_deductible,5000.0,demonstration,benzine,7.0,"['air_conditioning', 'armrest', 'automatic_climate_control', 'cruise_control', 'electrical_side_mirrors', 'hill_holder', 'leather_steering_wheel', 'light_sensor', 'multi_function_steering_wheel', 'navigation_system', 'park_distance_control', 'parking_assist_system_sensors_front', 'parking_assist_system_sensors_rear', 'power_windows', 'rain_sensor', 'seat_heating', 'start_stop_system']","['mp3', 'usb']",['alloy_wheels'],"['adaptive_cruise_control', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'immobilizer', 'lane_departure_warning_system', 'led_headlights', 'passenger_side_airbag', 'power_steering', 'side_airbag', 'tire_pressure_monitoring_system']",0.0,1.0,110.0,1,metallic,cloth,automatic,1498.0,1240.0,front,5.1
renault_espace,van,32990,vat_deductible,19000.0,used,diesel,6.0,['sunroof'],"['bluetooth', 'hands_free_equipment', 'on_board_computer', 'radio']",['alloy_wheels'],"['abs', 'blind_spot_monitor', 'central_door_lock', 'daytime_running_lights', 'driver_side_airbag', 'electronic_stability_control', 'emergency_brake_assistant', 'immobilizer', 'isofix', 'led_daytime_running_lights', 'led_headlights', 'passenger_side_airbag', 'power_steering', 'tire_pressure_monitoring_system', 'traction_control', 'traffic_sign_recognition']",1.0,1.0,118.0,0,metallic,cloth,automatic,1598.0,1734.0,front,4.6
