make_model,body_type,price,vat,km,Type,Fuel,Gears,Comfort_Convenience,Entertainment_Media,Extras,Safety_Security,age,Previous_Owners,hp_kW,Inspection_new,Paint_Type,Upholstery_type,Gearing_Type,Displacement_cc,Weight_kg,Drive_chain,cons_comb
Audi A1,Sedans,20500,VAT deductible,12642.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system",Radio,Alloy wheels,"Isofix,Power steering,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1135.0,front,4.2
Audi A1,Sedans,20500,VAT deductible,12903.0,Used,Diesel,7.0,"Air conditioning,Power windows",Radio,Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Uni/basic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,20500,VAT deductible,9394.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Alarm system,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag,Power steering,Xenon headlights",2.0,2.0,70.0,0,Uni/basic,Cloth,Automatic,999.0,1625.0,front,4.2
Audi A1,Sedans,20500,VAT deductible,12842.0,Used,Diesel,7.0,Air conditioning,Radio,Alloy wheels,"Central door lock,Driver-side airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Uni/basic,Cloth,Automatic,1598.0,1135.0,front,3.7
Audi A1,Compact,20582,VAT deductible,1647.3626086956522,New,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",0.0,0.0,110.0,0,Metallic,Part/Full Leather,Automatic,1498.0,1180.0,front,5.0
Audi A1,Compact,19950,VAT deductible,26208.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio","Alloy wheels,Shift paddles,Voice Control","ABS,Alarm system,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,2.0,71.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4
Audi A1,Sedans,19950,VAT deductible,10771.0,Used,Diesel,7.0,"Air conditioning,Automatic climate control,Multi-function steering wheel,Park Distance Control,Power windows,Start-stop system",Radio,Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1660.0,front,3.9
Audi A1,Sedans,19900,VAT deductible,20294.0,Used,Diesel,7.0,"Air conditioning,Power windows",Radio,Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Traction control",2.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1200.0,front,3.7
Audi A1,Compact,19930,VAT deductible,7650.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Cab or rented Car,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1180.0,front,4.4
Audi A1,Sedans,19900,VAT deductible,9140.0,Employee's car,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Sedans,19900,VAT deductible,11380.0,Used,Diesel,7.0,"Air conditioning,Armrest,Leather steering wheel,Multi-function steering wheel,Power windows,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1135.0,front,4.0
Audi A1,Sedans,19900,VAT deductible,14010.0,Used,Diesel,7.0,Air conditioning,Radio,Alloy wheels,"Central door lock,Driver-side airbag,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1135.0,front,3.7
Audi A1,Sedans,19900,VAT deductible,20294.0,Used,Diesel,7.0,"Air conditioning,Power windows",Radio,Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Traction control",2.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1200.0,front,3.7
Audi A1,Sedans,19900,VAT deductible,26144.0,Used,Diesel,7.0,"Air conditioning,Automatic climate control,Multi-function steering wheel,Park Distance Control,Power windows,Start-stop system",Radio,Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1660.0,front,3.9
Audi A1,Sedans,19900,Price negotiable,16000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension,Winter tyres","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,2.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1215.0,front,4.9
Audi A1,Sedans,19900,VAT deductible,11100.0,Used,Diesel,7.0,"Air conditioning,Armrest,Leather steering wheel,Multi-function steering wheel,Power windows,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Driver-side airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1135.0,front,4.0
Audi A1,Compact,19900,VAT deductible,6460.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Compact,19900,VAT deductible,9083.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Sound system","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Compact,19900,VAT deductible,28815.0,Used,Benzine,7.0,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Start-stop system","On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,2.0,71.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4
Audi A1,Compact,19890,VAT deductible,8400.0,Used,Benzine,7.0,"Air conditioning,Cruise control,Electrical side mirrors,Leather steering wheel,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport package,Sport seats,Sport suspension,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6
Audi A1,Sedans,19900,VAT deductible,12688.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Side airbag,Traction control,Xenon headlights",1.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.2
Audi A1,Sedans,19890,VAT deductible,2949.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer","Alloy wheels,Sport seats","Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Xenon headlights",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Compact,19890,VAT deductible,14350.0,Used,Benzine,7.0,"Air conditioning,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Cab or rented Car,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1180.0,front,4.4
Audi A1,Compact,19890,VAT deductible,12900.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6
Audi A1,Sedans,19890,VAT deductible,9577.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,1.0,70.0,1,Metallic,Part/Full Leather,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,20450,VAT deductible,10958.0,Employee's car,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio,Sound system","Alloy wheels,Catalytic Converter,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1135.0,front,4.9
Audi A1,Compact,20444,VAT deductible,7476.0,Employee's car,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1180.0,front,4.4
Audi A1,Sedans,20441,VAT deductible,2830.0,Employee's car,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1135.0,front,4.9
Audi A1,Compact,20400,VAT deductible,9564.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Keyless central door lock,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,1,Metallic,Part/Full Leather,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,20400,VAT deductible,16280.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Electrical side mirrors",Radio,Alloy wheels,Fog lights,2.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.2
Audi A1,Compact,20380,VAT deductible,1647.3626086956522,New,Benzine,7.0,"Air conditioning,Electrical side mirrors,Hill Holder,Multi-function steering wheel,Power windows,Start-stop system","Bluetooth,On-board computer,Radio",Touch screen,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Lane departure warning system,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",0.0,0.0,85.0,0,Metallic,Cloth,Automatic,999.0,1180.0,front,4.8
Audi A1,Sedans,20350,VAT deductible,10.0,Used,Diesel,7.0,"Air conditioning,Automatic climate control,Multi-function steering wheel,Park Distance Control,Power windows,Start-stop system",Radio,Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1660.0,front,3.9
Audi A1,Sedans,20290,VAT deductible,48300.0,Used,Benzine,7.0,"Air conditioning,Armrest,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer","Alloy wheels,Sport package,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Xenon headlights",2.0,1.0,92.0,1,Metallic,Part/Full Leather,Automatic,1395.0,1215.0,front,4.9
Audi A1,Sedans,20090,VAT deductible,7595.0,Employee's car,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Lumbar support,Power windows,Rain sensor,Start-stop system,Tinted windows",Radio,"Alloy wheels,Sport seats","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1215.0,front,4.9
Audi A1,Sedans,20000,VAT deductible,26000.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically heated windshield,Electrical side mirrors,Heads-up display,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Parking assist system sensors rear,Power windows,Rain sensor,Seat ventilation,Split rear seats,Start-stop system","Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter,Shift paddles,Sport package,Sport suspension,Voice Control,Winter tyres","ABS,Adaptive headlights,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1250.0,front,3.8
Audi A1,Sedans,20000,VAT deductible,11000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather seats,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport package","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,1.0,70.0,0,Metallic,Part/Full Leather,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,20000,VAT deductible,17606.0,Used,Benzine,7.0,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor","Bluetooth,On-board computer,Radio",Alloy wheels,"ABS,Daytime running lights,Electronic stability control,Fog lights,Isofix,Power steering,Traction control",1.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1135.0,front,4.2
Audi A1,Compact,20080,VAT deductible,1.0,New,Benzine,7.0,"Air conditioning,Electrical side mirrors,Hill Holder,Light sensor,Power windows,Rain sensor","Bluetooth,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag",0.0,0.0,85.0,0,Metallic,Cloth,Automatic,999.0,1200.0,front,4.8
Audi A1,Sedans,19999,Price negotiable,21500.0,Used,Benzine,7.0,"Leather steering wheel,Lumbar support,Power windows,Start-stop system",Radio,"Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",2.0,2.0,70.0,0,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,19999,Price negotiable,35000.0,Used,Diesel,7.0,"Air conditioning,Hill Holder,Keyless central door lock,Navigation system,Power windows,Start-stop system,Tinted windows","Hands-free equipment,Radio","Alloy wheels,Winter tyres","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,2.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0
Audi A1,Sedans,19999,VAT deductible,7890.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system,Tinted windows","Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,Radio,USB","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",1.0,1.0,66.0,1,Metallic,Cloth,Automatic,1422.0,1135.0,front,4.0
Audi A1,Sedans,19999,VAT deductible,18035.130066815145,Pre-registered,Diesel,7.0,"Air conditioning,Automatic climate control,Power windows,Split rear seats",Radio,Alloy wheels,"Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",1.0,1.0,66.0,0,Uni/basic,Cloth,Automatic,1422.0,1135.0,front,4.2
Audi A1,Sedans,19999,VAT deductible,6448.0,Used,Benzine,7.0,"Multi-function steering wheel,Power windows,Start-stop system","Bluetooth,On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Driver-side airbag,Electronic stability control,Passenger-side airbag",1.0,1.0,92.0,0,Uni/basic,Cloth,Automatic,1395.0,1565.0,front,4.2
Audi A1,Sedans,19990,VAT deductible,17000.0,Demonstration,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1215.0,front,5.0
Audi A1,Sedans,19990,VAT deductible,18800.0,Used,Diesel,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor","CD player,Digital radio,MP3,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","Central door lock,Driver-side airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Xenon headlights",2.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1145.0,front,3.9
Audi A1,Compact,19990,VAT deductible,7500.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Catalytic Converter,Sport seats,Sport suspension,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4
Audi A1,Sedans,19990,VAT deductible,12000.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,Hands-free equipment,On-board computer,Radio,USB",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",1.0,1.0,70.0,1,Uni/basic,Cloth,Automatic,999.0,1135.0,front,4.4
Audi A1,Sedans,19990,VAT deductible,6722.0,Used,Benzine,7.0,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Rain sensor,Seat heating","Bluetooth,CD player,Hands-free equipment,MP3,Radio,USB",Alloy wheels,"ABS,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Traction control,Xenon headlights",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4
